OBJECTID,Suburbs and Localities 2021 code,Suburbs and Localities 2021 name,Area in square kilometres,Uniform Resource Identifier,Usual Resident Population,IRSAD Score,IRSAD Rank within Australia,IRSAD Rank within Australia - Decile,IRSAD Rank within Australia - Percentile,IRSAD Rank within State or Territory,IRSAD Rank within State or Territory - Decile,IRSAD Rank within State or Territory - Percentile,IRSAD Minimum Score,IRSAD Maximum Score,IRSAD Per Cent of Usual Resident Population Without a Score,IRSD Score,IRSD Rank within Australia,IRSD Rank within Australia - Decile,IRSD Rank within Australia - Percentile,IRSD Rank within State or Territory,IRSD Rank within State or Territory - Decile,IRSD Rank within State or Territory - Percentile,IRSD Minimum Score,IRSD Maximum Score,IRSD Per Cent of Usual Resident Population Without a Score,IEO Score,IEO Rank within Australia,IEO Rank within Australia - Decile,IEO Rank within Australia - Percentile,IEO Rank within State or Territory,IEO Rank within State or Territory - Decile,IEO Rank within State or Territory - Percentile,IEO Minimum Score,IEO Maximum Score,IEO Per Cent of Usual Resident Population Without a Score,IER Score,IER Rank within Australia,IER Rank within Australia - Decile,IER Rank within Australia - Percentile,IER Rank within State or Territory,IER Rank within State or Territory - Decile,IER Rank within State or Territory - Percentile,IER Minimum Score,IER Maximum Score,IER Per Cent of Usual Resident Population Without a Score,Suburbs and Localities (SAL) Aggregation Quality Flag,globalid,Shape__Area,Shape__Length
13046,50623,Helena Valley,7.0921,https://linked.data.gov.au/dataset/asgsed3/SAL/50623,4130,1029.481245,10668,8,74,996,7,65,951.0436595,1083.50257,0.00121065,1052.089253,10622,8,74,1009,7,66,963.8204447,1099.382427,0.00121065,987.5239325,7864,6,55,808,6,53,928.9641372,1026.256306,0.00121065,1079.22205,11909,9,83,1214,8,79,965.3706239,1160.605947,0.00121065,,2e1def7b-a058-4d4b-b23f-960f543e53e4,0.000676298,0.150266401
13047,50624,Henderson,10.8236,https://linked.data.gov.au/dataset/asgsed3/SAL/50624,36,1023.102045,10227,8,71,965,7,63,885.9170413,1023.102045,0.27777778,1057.446962,11144,8,78,1076,7,70,910.7436204,1057.446962,0.27777778,968.815518,6522,5,45,683,5,45,896.4246876,968.815518,0.27777778,1093.445179,12841,9,89,1326,9,87,911.2808321,1093.445179,0.27777778,,c867987c-4e23-4733-a209-bd8f5d94e3ea,0.00103472,0.20169338
13048,50625,Henley Brook,12.8209,https://linked.data.gov.au/dataset/asgsed3/SAL/50625,2500,995.7251506,8008,6,56,706,5,46,944.8656346,1063.349954,0,1016.457537,7349,6,51,660,5,43,975.1320772,1073.892765,0,939.5883769,4396,4,31,429,3,28,891.6729289,1005.110427,0,1080.908134,12026,9,84,1231,8,80,1022.832811,1159.140563,0,,a28361a4-18c8-43b3-933a-16aefc2066e2,0.001221081,0.174333141
13049,50626,Henty (WA),39.453,https://linked.data.gov.au/dataset/asgsed3/SAL/50626,142,1044.156364,11710,9,81,1157,8,76,1044.156364,1044.156364,0,1061.678903,11532,8,80,1116,8,73,1061.678903,1061.678903,0,1018.525008,10123,7,70,1041,7,68,1018.525008,1018.525008,0,1088.157503,12550,9,87,1294,9,85,1088.157503,1088.157503,0,1,210ae14b-99a4-4392-be53-0351a88fda4e,0.003822766,0.285027962
13050,50627,Herdsman,3.1133,https://linked.data.gov.au/dataset/asgsed3/SAL/50627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69bb8c25-5a46-4fdd-8aa3-7ff248972eb8,0.000296878,0.077086165
13051,50628,Herne Hill (WA),17.2584,https://linked.data.gov.au/dataset/asgsed3/SAL/50628,1542,994.4875037,7892,6,55,694,5,46,913.5657033,1076.885758,0,1020.910613,7778,6,54,708,5,47,977.5507901,1077.412166,0,936.4808156,4200,3,29,409,3,27,849.8154707,984.7457541,0,1067.747613,10958,8,76,1101,8,72,993.1149864,1131.087767,0,,2cc4ed0d-3df6-4ad9-82c1-b96f6802080a,0.001644146,0.202115416
13052,50629,Herron,18.2634,https://linked.data.gov.au/dataset/asgsed3/SAL/50629,438,974.1654339,6173,5,43,514,4,34,974.1654339,974.1654339,0,1004.500195,6352,5,44,567,4,37,1004.500195,1004.500195,0,919.5429713,3115,3,22,311,3,21,919.5429713,919.5429713,0,1076.601857,11695,9,81,1177,8,77,1076.601857,1076.601857,0,,c07b7f5f-8f7c-42ed-9671-438e905b0fe6,0.001757357,0.212524214
13053,50630,Hester,23.5942,https://linked.data.gov.au/dataset/asgsed3/SAL/50630,101,974.8973033,6227,5,44,518,4,34,974.8973033,974.8973033,0,1013.917451,7120,5,50,638,5,42,1013.917451,1013.917451,0,939.8733662,4413,4,31,431,3,28,939.8733662,939.8733662,0,1064.569948,10681,8,74,1044,7,68,1064.569948,1064.569948,0,1,a4e39a04-73e4-4521-a333-8e8f6b597e86,0.002299817,0.265198496
13054,50631,Hester Brook,51.6405,https://linked.data.gov.au/dataset/asgsed3/SAL/50631,127,949.4437616,4236,3,30,323,3,22,949.4437616,949.4437616,0,972.6976119,3985,3,28,305,2,20,972.6976119,972.6976119,0,932.2222587,3914,3,28,373,3,25,932.2222587,932.2222587,0,1045.870371,9092,7,63,842,6,55,1045.870371,1045.870371,0,1,5f5ab856-b104-4052-8a0c-5835a3c0406e,0.00503505,0.485557624
13055,50632,Higginsville,1024.6115,https://linked.data.gov.au/dataset/asgsed3/SAL/50632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46be0376-3890-439c-8a3c-2c2079adf6cd,0.097544262,1.455116799
13056,50633,High Wycombe,10.4688,https://linked.data.gov.au/dataset/asgsed3/SAL/50633,12198,961.8575315,5120,4,36,402,3,27,902.6911285,1024.552729,0,998.5486709,5890,5,41,502,4,33,941.1822882,1051.044272,0,914.1151908,2820,2,20,269,2,18,865.0936888,960.5307323,0,1026.413046,7313,6,51,644,5,42,923.8966986,1105.882256,0,,71c22ce5-49f1-46b8-9f82-ea7fdba2b32e,0.000998525,0.141818693
13057,50634,Highbury (WA),542.3908,https://linked.data.gov.au/dataset/asgsed3/SAL/50634,247,1014.295661,9488,7,66,890,6,58,1014.295661,1014.295661,0,1042.654784,9747,7,68,895,6,59,1042.654784,1042.654784,0,1018.490712,10118,7,70,1037,7,68,1018.490712,1018.490712,0,1056.21299,9990,7,70,949,7,62,1056.21299,1056.21299,0,,61d97163-3912-4dba-b665-0d07734cf39f,0.052382614,1.513369773
13058,50635,Highgate (WA),0.416,https://linked.data.gov.au/dataset/asgsed3/SAL/50635,2326,1068.491939,12880,9,90,1339,9,88,1011.609662,1115.632174,0,1040.359002,9562,7,67,880,6,58,932.541239,1098.913639,0,1116.733834,13889,10,96,1496,10,97,1070.558603,1160.088743,0,917.3292326,1172,1,9,133,1,9,816.8642484,959.6281816,0,,5dab60bc-ae35-4742-9904-47fe73f90338,3.96912707856245E-05,0.034374166
13059,50636,Hilbert,9.1861,https://linked.data.gov.au/dataset/asgsed3/SAL/50636,4165,996.1159278,8039,6,56,711,5,47,888.512952,1023.206318,0,1033.615675,8860,7,62,833,6,55,908.0257532,1090.710305,0,950.6161593,5173,4,36,516,4,34,872.9536242,976.7396616,0,1063.294141,10579,8,74,1023,7,67,974.9280807,1117.817658,0,,5f4eb02b-893d-4fb4-8148-845a6361a722,0.000878358,0.182497505
13060,50637,Hill River (WA),623.2534,https://linked.data.gov.au/dataset/asgsed3/SAL/50637,107,983.4390818,6994,5,49,605,4,40,983.4390818,983.4390818,0,1003.413673,6259,5,44,557,4,37,1003.413673,1003.413673,0,970.8393951,6636,5,46,696,5,45,970.8393951,970.8393951,0,1048.565538,9352,7,65,876,6,57,1048.565538,1048.565538,0,1,148ce745-983c-482d-b192-35d9fc706bdd,0.058421727,1.234507047
13061,50638,Hillarys,6.305,https://linked.data.gov.au/dataset/asgsed3/SAL/50638,11200,1104.578412,13820,10,96,1491,10,97,1009.739764,1159.458763,0,1095.414503,13748,10,96,1453,10,95,1030.233327,1145.859328,0,1081.305257,13133,10,91,1396,10,91,985.705148,1125.539762,0,1111.508614,13591,10,94,1449,10,95,1007.160625,1189.458291,0,,baf58f8c-1252-484a-8161-c80a6032226e,0.000600512,0.144455585
13062,50639,Hillman,1.2135,https://linked.data.gov.au/dataset/asgsed3/SAL/50639,1807,877.0817206,1126,1,8,117,1,8,851.1070551,897.1804379,0,913.7905383,1543,2,11,149,1,10,878.696711,945.871396,0,845.1495793,520,1,4,58,1,4,836.1954528,851.3730026,0,957.5454091,2505,2,18,239,2,16,943.0087059,968.5628774,0,,dcade5af-9990-46c4-9f8e-3c94ad889ff0,0.000116168,0.045629899
13063,50640,Hillside (WA),41.6806,https://linked.data.gov.au/dataset/asgsed3/SAL/50640,72,1051.498458,12141,9,84,1224,8,80,1051.498458,1051.498458,0,1089.499128,13472,10,94,1405,10,92,1089.499128,1089.499128,0,1020.815397,10301,8,72,1062,7,69,1020.815397,1020.815397,0,1089.19017,12611,9,88,1305,9,85,1089.19017,1089.19017,0,1,a211563a-cb1f-4a7d-94f8-d763c87631c9,0.004016746,0.412118674
13064,50641,Hilton (WA),1.719,https://linked.data.gov.au/dataset/asgsed3/SAL/50641,4323,1007.316675,8986,7,63,837,6,55,973.7609373,1041.112308,0,997.1930655,5788,5,41,494,4,33,956.0806235,1040.573584,0,1064.150513,12517,9,87,1297,9,84,1023.089031,1104.567852,0,973.4868655,3324,3,23,296,2,20,917.2086528,1034.513522,0,,0182de8b-3bd6-48c4-a9fb-fce0eaccb908,0.00016416,0.056517483
13065,50642,Hindmarsh (WA),284.5816,https://linked.data.gov.au/dataset/asgsed3/SAL/50642,54,1041.610536,11552,8,80,1129,8,74,1041.610536,1041.610536,0,1055.309518,10942,8,76,1048,7,69,1055.309518,1055.309518,0,1057.579115,12267,9,85,1271,9,83,1057.579115,1057.579115,0,1041.101484,8696,7,61,779,6,51,1041.101484,1041.101484,0,1,6f56afea-c2cc-4078-95b3-499bb433aab9,0.026952835,1.201329837
13066,50643,Hines Hill,238.0088,https://linked.data.gov.au/dataset/asgsed3/SAL/50643,59,967.3130829,5605,4,39,452,3,30,967.3130829,967.3130829,0,985.3775873,4799,4,34,393,3,26,985.3775873,985.3775873,0,950.7916271,5193,4,36,524,4,34,950.7916271,950.7916271,0,1002.258036,5308,4,37,463,4,31,1002.258036,1002.258036,0,1,4eb9efe4-0da6-43b9-9738-ccd0297bfb29,0.022599394,0.915813401
13067,50644,Hithergreen,24.0727,https://linked.data.gov.au/dataset/asgsed3/SAL/50644,61,1019.361216,9907,7,69,947,7,62,1019.361216,1019.361216,0,1050.671493,10501,8,73,986,7,65,1050.671493,1050.671493,0,965.0817019,6229,5,43,645,5,42,965.0817019,965.0817019,0,1100.094484,13138,10,91,1376,9,90,1100.094484,1100.094484,0,1,4a647c2e-1309-492b-b6c7-5159ae6c7023,0.002341624,0.301475244
13068,50645,Hocking,2.4272,https://linked.data.gov.au/dataset/asgsed3/SAL/50645,6987,1026.273103,10453,8,73,983,7,64,971.9057465,1092.847721,0,1053.167319,10741,8,75,1028,7,67,1013.025576,1122.820378,0,991.1342656,8112,6,56,824,6,54,921.6256835,1045.140147,0,1084.626706,12316,9,86,1262,9,82,1006.435599,1146.868098,0,,09588062-314c-4f71-ac8a-932da7287863,0.000231099,0.065090029
13069,50646,Hoddys Well,76.9119,https://linked.data.gov.au/dataset/asgsed3/SAL/50646,140,993.4814512,7791,6,54,689,5,45,993.4814512,993.4814512,0,1017.691866,7479,6,52,687,5,45,1017.691866,1017.691866,0,963.7743731,6120,5,43,634,5,42,963.7743731,963.7743731,0,1084.416125,12303,9,86,1260,9,82,1084.416125,1084.416125,0,,bfec8167-ab7c-43c6-98b7-3b9ee3849998,0.00731271,0.450582535
13070,50647,Hoffman,442.8501,https://linked.data.gov.au/dataset/asgsed3/SAL/50647,31,1015.932835,9660,7,67,914,6,60,1015.932835,1015.932835,0,1043.851918,9840,7,69,903,6,59,1043.851918,1043.851918,0,939.3577631,4388,4,31,427,3,28,939.3577631,939.3577631,0,1080.258862,11993,9,83,1222,8,80,1080.258862,1080.258862,0,1,c306ea97-6b11-47fa-a520-665b5789e494,0.042740136,1.520485075
13071,50648,Holleton,392.7116,https://linked.data.gov.au/dataset/asgsed3/SAL/50648,4,1066.335254,12778,9,89,1328,9,87,1066.335254,1066.335254,0,1069.827763,12260,9,85,1227,8,80,1069.827763,1069.827763,0,1049.848067,11900,9,83,1219,8,79,1049.848067,1049.848067,0,1098.67538,13076,10,91,1361,9,89,1098.67538,1098.67538,0,1,73df83c7-10b5-4c61-b5c8-abbab9903458,0.037456014,1.140836228
13072,50649,Holmwood,237.2404,https://linked.data.gov.au/dataset/asgsed3/SAL/50649,9,1075.474752,13172,10,92,1392,10,91,1075.474752,1075.474752,0,1104.595405,14026,10,97,1497,10,98,1104.595405,1104.595405,0,1101.542331,13609,10,94,1448,10,94,1101.542331,1101.542331,0,1138.235033,14162,10,98,1507,10,99,1138.235033,1138.235033,0,1,aca48d45-8165-4b07-9cf2-02f46e0b54b6,0.021973742,0.860289241
13073,50650,Holt Rock,778.9493,https://linked.data.gov.au/dataset/asgsed3/SAL/50650,46,1116.651401,13999,10,97,1508,10,99,1116.651401,1116.651401,0,1130.386398,14414,10,100,1533,10,100,1130.386398,1130.386398,0,1116.946208,13890,10,96,1497,10,97,1116.946208,1116.946208,0,1110.51523,13550,10,94,1443,10,94,1110.51523,1110.51523,0,1,0eb9454e-d07b-4ea0-81c8-a1b9bdfb57d3,0.074883119,1.29191541
13074,50651,Holyoake,53.4473,https://linked.data.gov.au/dataset/asgsed3/SAL/50651,22,915.7580116,2367,2,17,190,2,13,880.0431023,1017.303757,0,953.7012844,2914,3,21,237,2,16,921.8948064,1044.134456,0,858.9703852,755,1,6,93,1,7,828.4953596,945.6179297,0,989.1529754,4344,4,31,403,3,27,953.9453122,1089.256503,0,1,89fe506d-b16b-4b18-bb7b-e5f52dbcc848,0.005139753,0.622208664
13075,50652,Hope Valley (WA),13.2244,https://linked.data.gov.au/dataset/asgsed3/SAL/50652,39,952.6791855,4447,4,31,343,3,23,952.6791855,952.6791855,0,1002.024832,6117,5,43,533,4,35,1002.024832,1002.024832,0,911.8047432,2693,2,19,247,2,17,911.8047432,911.8047432,0,1046.938184,9173,7,64,848,6,56,1046.938184,1046.938184,0,,438985b8-97b3-452f-b92f-05336b21dbb0,0.001264784,0.16363043
13076,50653,Hopeland (WA),51.3906,https://linked.data.gov.au/dataset/asgsed3/SAL/50653,313,995.7264062,8009,6,56,707,5,46,995.7264062,995.7264062,0,1008.035918,6629,5,46,580,4,38,1008.035918,1008.035918,0,1014.291985,9814,7,68,1000,7,65,1014.291985,1014.291985,0,1067.562681,10932,8,76,1089,8,71,1067.562681,1067.562681,0,,4989b0e8-2185-489c-a1ff-b2df2f6b4264,0.004924766,0.356745254
13077,50654,Hopetoun (WA),538.349,https://linked.data.gov.au/dataset/asgsed3/SAL/50654,1115,976.9923862,6412,5,45,535,4,35,869.3424237,1013.103768,0,1006.234902,6473,5,45,575,4,38,907.7134904,1038.244876,0,963.7110175,6116,5,43,633,5,41,845.554689,1002.331373,0,978.4219648,3623,3,26,323,3,21,925.2870086,1014.310873,0,,76bf3e4b-dfc9-41a6-82af-5eb675313459,0.052449823,1.548394074
13078,50655,Horrocks,1.3525,https://linked.data.gov.au/dataset/asgsed3/SAL/50655,161,932.7809226,3180,3,22,246,2,16,932.7809226,932.7809226,0,963.7175178,3424,3,24,274,2,18,963.7175178,963.7175178,0,940.756641,4461,4,31,434,3,29,940.756641,940.756641,0,998.3672976,5000,4,35,438,3,29,998.3672976,998.3672976,0,,4c9cf573-58f2-4d51-8af5-fc43adfef42b,0.000124502,0.072292094
13079,50656,Houtman Abrolhos,17.4146,https://linked.data.gov.au/dataset/asgsed3/SAL/50656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6f61e75f-c047-41d4-b60f-3e03e0c7c63b,0.001605819,1.22452456
13080,50657,Hovea,31.563,https://linked.data.gov.au/dataset/asgsed3/SAL/50657,713,1102.570543,13793,10,96,1489,10,97,1090.808688,1113.381304,0,1105.17338,14047,10,98,1507,10,98,1103.258477,1106.933439,0,1077.710877,13031,9,90,1376,9,90,1050.499391,1102.721973,0,1144.619124,14238,10,99,1523,10,99,1143.726925,1145.439178,0,,d38363c0-ac8b-49a6-9d37-c454d7c5b22a,0.003008288,0.262936893
13081,50658,Howatharra,89.9881,https://linked.data.gov.au/dataset/asgsed3/SAL/50658,112,965.5799655,5459,4,38,424,3,28,965.5799655,965.5799655,0,993.6826367,5510,4,39,474,4,31,993.6826367,993.6826367,0,942.6524073,4587,4,32,458,3,30,942.6524073,942.6524073,0,1038.405172,8453,6,59,759,5,50,1038.405172,1038.405172,0,1,85460515-623c-44a0-8e30-1bd5b8515ba7,0.008296321,0.557221804
13082,50659,Howick (WA),1140.7346,https://linked.data.gov.au/dataset/asgsed3/SAL/50659,45,1075.91536,13201,10,92,1405,10,92,1075.91536,1075.91536,0,1093.073794,13657,10,95,1434,10,94,1093.073794,1093.073794,0,1064.365916,12550,9,87,1311,9,85,1064.365916,1064.365916,0,1077.972779,11807,9,82,1188,8,78,1077.972779,1077.972779,0,1,7c907258-3c21-4f19-b8c0-02f73217d26a,0.110924901,2.578589012
13083,50660,Hulongine,128.1676,https://linked.data.gov.au/dataset/asgsed3/SAL/50660,26,1038.252732,11303,8,79,1081,8,71,1038.252732,1038.252732,0,1072.800164,12476,9,87,1265,9,83,1072.800164,1072.800164,0,1031.91294,10985,8,76,1107,8,72,1031.91294,1031.91294,0,1067.597958,10941,8,76,1091,8,72,1067.597958,1067.597958,0,1,929f9ae8-576f-4f9d-838a-d32b5db79ec6,0.012149982,0.683405827
13084,50661,Huntingdale (WA),4.7942,https://linked.data.gov.au/dataset/asgsed3/SAL/50661,9021,952.7394055,4457,4,31,345,3,23,898.0583929,1011.236794,0,983.2847757,4651,4,33,378,3,25,918.0521478,1047.526963,0,914.0484983,2816,2,20,268,2,18,860.1111603,955.0524083,0,1031.026828,7781,6,54,671,5,44,956.4895839,1099.385198,0,,4d864902-871f-4a31-b727-878aecbea55a,0.000457927,0.094523273
13085,50662,Hyden,2018.0114,https://linked.data.gov.au/dataset/asgsed3/SAL/50662,384,980.7221389,6708,5,47,562,4,37,936.8826078,1013.214295,0,1006.111428,6458,5,45,574,4,38,975.617005,1028.71271,0,957.6009172,5683,4,40,579,4,38,885.4554047,1011.072366,0,1018.592552,6649,5,46,556,4,37,992.221739,1038.137574,0,,b1875e5e-68c0-447b-a29e-80b83454ec9c,0.19346828,2.141985772
13086,50663,Ikewa,147.9381,https://linked.data.gov.au/dataset/asgsed3/SAL/50663,12,1075.474752,13173,10,92,1393,10,91,901.543271,1075.474752,0,1104.595405,14027,10,97,1498,10,98,942.7771254,1104.595405,0,1101.542331,13610,10,94,1449,10,94,839.7997957,1101.542331,0,1138.235033,14163,10,98,1508,10,99,955.1668612,1138.235033,0,1,a896e9fd-29e2-4ba6-8477-1903ece2c7dd,0.013722243,0.515870583
13087,50664,Iluka (WA),2.5205,https://linked.data.gov.au/dataset/asgsed3/SAL/50664,5669,1124.024324,14093,10,98,1519,10,99,881.2353626,1151.150075,0,1109.449961,14145,10,98,1513,10,99,895.339192,1123.839725,0,1069.872746,12746,9,88,1335,9,87,787.7670441,1103.597105,0,1173.936497,14422,10,100,1535,10,100,866.6154299,1208.070533,0,,402ce459-1461-4723-9d25-13dbed14e856,0.000239868,0.063294804
13088,50665,Indee,1623.9778,https://linked.data.gov.au/dataset/asgsed3/SAL/50665,16,969.7296038,5805,5,41,480,4,32,969.7296038,969.7296038,0,924.8701751,1822,2,13,167,2,11,924.8701751,924.8701751,0,912.9313423,2755,2,20,261,2,17,912.9313423,912.9313423,0,956.3120118,2467,2,18,232,2,16,956.3120118,956.3120118,0,1,73df46c5-87a5-4d0d-a220-5b54eb6b8fcd,0.140976728,2.188391047
13089,50666,Inggarda,7356.0828,https://linked.data.gov.au/dataset/asgsed3/SAL/50666,21,965.6207629,5465,4,38,430,3,29,965.6207629,965.6207629,0,984.2762874,4710,4,33,384,3,26,984.2762874,984.2762874,0,955.5556882,5516,4,39,565,4,37,955.5556882,955.5556882,0,988.6713181,4312,3,30,390,3,26,988.6713181,988.6713181,0,1,ab8d8890-ebe1-4c6f-ac87-9615418e0b0e,0.657671859,5.028352628
13090,50667,Inglehope,55.0732,https://linked.data.gov.au/dataset/asgsed3/SAL/50667,18,1017.303757,9757,7,68,928,7,61,1017.303757,1017.303757,0,1044.134456,9865,7,69,905,6,59,1044.134456,1044.134456,0,945.6179297,4817,4,34,478,4,31,945.6179297,945.6179297,0,1089.256503,12622,9,88,1308,9,86,1089.256503,1089.256503,0,1,de19ed63-315d-4bdc-a094-a235bf1cf277,0.00529795,0.444699638
13091,50668,Inglewood (WA),2.8771,https://linked.data.gov.au/dataset/asgsed3/SAL/50668,5837,1086.924018,13501,10,94,1457,10,95,1007.345109,1136.45089,0,1064.88632,11831,9,82,1162,8,76,964.2515789,1115.423806,0,1109.641348,13772,10,96,1483,10,96,1075.129525,1143.493308,0,1013.195523,6198,5,43,526,4,35,906.7745087,1113.674671,0,,214ebe09-e07e-4ec3-8bcf-1ccdb8494f97,0.000274368,0.081683318
13092,50669,Inkpen,79.2805,https://linked.data.gov.au/dataset/asgsed3/SAL/50669,13,1016.450233,9698,7,68,922,6,60,1016.450233,1016.450233,0,1037.419938,9251,7,64,853,6,56,1037.419938,1037.419938,0,1042.507264,11517,8,80,1174,8,77,1042.507264,1042.507264,0,1051.046362,9565,7,67,897,6,59,1051.046362,1051.046362,0,1,14e16599-5b70-45b6-acf4-7ec35518505b,0.007553747,0.375206291
13093,50670,Innaloo,3.1827,https://linked.data.gov.au/dataset/asgsed3/SAL/50670,9592,1039.28731,11382,8,79,1095,8,72,976.8146169,1095.992821,0.00218932,1035.627078,9078,7,63,843,6,55,950.5933664,1104.389138,0.00218932,1072.155669,12868,9,89,1357,9,88,876.4555595,1107.848999,0,965.0406122,2908,3,21,263,2,18,904.8152579,1034.533131,0,,afe0405e-4298-4f79-b41d-568cfe9c6a01,0.000303441,0.083731996
13094,50671,Innawanga,15239.7815,https://linked.data.gov.au/dataset/asgsed3/SAL/50671,4,949.314301,4225,3,30,317,3,21,949.314301,949.314301,0,991.1720335,5267,4,37,439,3,29,991.1720335,991.1720335,0,915.8022363,2922,3,21,286,2,19,915.8022363,915.8022363,0,949.6453769,2193,2,16,211,2,14,949.6453769,949.6453769,0,1,81811433-915d-4dc7-9319-85c7dda5a1ca,1.345998941,8.979971544
13095,50672,Irishtown (WA),54.3977,https://linked.data.gov.au/dataset/asgsed3/SAL/50672,98,998.4475166,8223,6,57,734,5,48,998.4475166,998.4475166,0,1023.838398,7992,6,56,724,5,48,1023.838398,1023.838398,0,982.7167211,7460,6,52,773,6,51,982.7167211,982.7167211,0,1078.547097,11845,9,82,1204,8,79,1078.547097,1078.547097,0,1,e6f9f4e4-da45-4d0a-a189-74f8183e6ad7,0.005169492,0.355885207
13096,50673,Irrunytju,6.7498,https://linked.data.gov.au/dataset/asgsed3/SAL/50673,133,743.2446498,143,1,1,28,1,2,743.2446498,743.2446498,0,603.6886125,132,1,1,29,1,2,603.6886125,603.6886125,0,877.7698921,1253,1,9,146,1,10,877.7698921,877.7698921,0,598.1105896,120,1,1,25,1,2,598.1105896,598.1105896,0,,2ac6130d-0dc3-4df2-890f-1351a5865b47,0.000608902,0.130635773
13097,50674,Irwin,5.5496,https://linked.data.gov.au/dataset/asgsed3/SAL/50674,72,961.9339596,5130,4,36,408,3,27,961.9339596,961.9339596,0,994.0512292,5549,4,39,484,4,32,994.0512292,994.0512292,0,936.2030054,4173,3,29,395,3,26,936.2030054,936.2030054,0,1031.290905,7798,6,54,676,5,44,1031.290905,1031.290905,0,1,555b3940-99ea-4133-b343-1c06815e3d14,0.000514962,0.131584535
13098,50675,Israelite Bay,2103.4941,https://linked.data.gov.au/dataset/asgsed3/SAL/50675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49700949-4e93-44f5-bef2-2fbd1c4db24a,0.203934189,3.011282269
13099,50676,Isseka,3.1655,https://linked.data.gov.au/dataset/asgsed3/SAL/50676,57,997.3555597,8133,6,57,723,5,47,997.3555597,997.3555597,0,1012.384714,7009,5,49,624,5,41,1012.384714,1012.384714,0,1002.605802,8958,7,62,902,6,59,1002.605802,1002.605802,0,1043.32803,8879,7,62,812,6,53,1043.32803,1043.32803,0,1,9c6ba279-1076-4631-bc42-a16d9f65312d,0.000291584,0.111756136
13100,50677,Jackitup,433.6502,https://linked.data.gov.au/dataset/asgsed3/SAL/50677,53,1019.221302,9887,7,69,941,7,62,1019.221302,1019.221302,0,1031.132482,8690,7,61,815,6,53,1031.132482,1031.132482,0,1042.855304,11536,8,80,1179,8,77,1042.855304,1042.855304,0,1060.894128,10379,8,72,990,7,65,1060.894128,1060.894128,0,1,5b39fc4c-c4ab-47c7-bb59-4eaffa6003e6,0.042261379,0.908499514
13101,50678,Jacup,696.8034,https://linked.data.gov.au/dataset/asgsed3/SAL/50678,71,1066.022317,12763,9,89,1323,9,87,1066.022317,1066.022317,0,1088.359121,13424,10,93,1390,10,91,1088.359121,1088.359121,0,1072.370476,12877,9,89,1358,9,88,1072.370476,1072.370476,0,1073.449309,11422,8,79,1151,8,75,1073.449309,1073.449309,0,1,52516c54-254d-4c10-91d9-a43db3a005ab,0.0678545,1.24875207
13102,50679,Jalbarragup,264.4623,https://linked.data.gov.au/dataset/asgsed3/SAL/50679,163,973.3247048,6115,5,43,506,4,33,973.3247048,973.3247048,0,987.6787661,4992,4,35,405,3,27,987.6787661,987.6787661,0,966.2010935,6343,5,44,677,5,44,966.2010935,966.2010935,0,966.4868651,2991,3,21,267,2,18,966.4868651,966.4868651,0,1,d289b41a-51b8-4898-9ba7-de613219c392,0.025810373,0.772753297
13103,50680,Jaloran,199.5257,https://linked.data.gov.au/dataset/asgsed3/SAL/50680,41,1069.609873,12931,9,90,1358,9,89,1069.609873,1069.609873,0,1089.433159,13467,10,94,1402,10,92,1089.433159,1089.433159,0,1066.007548,12624,9,88,1319,9,86,1066.007548,1066.007548,0,1079.475178,11930,9,83,1219,8,80,1079.475178,1079.475178,0,1,252e1e9f-8b69-49a2-82a4-68771b8bbc9e,0.019288338,0.697483655
13104,50681,Jandabup,18.6465,https://linked.data.gov.au/dataset/asgsed3/SAL/50681,291,1022.422916,10157,8,71,962,7,63,1022.422916,1022.422916,0,1052.508288,10654,8,74,1018,7,67,1052.508288,1052.508288,0,939.0127899,4375,4,31,424,3,28,939.0127899,939.0127899,0,1074.071508,11489,8,80,1160,8,76,1074.071508,1074.071508,0,,aaa5dd26-e733-4dc5-b1a8-ecf7d7e83469,0.001774676,0.186031819
13105,50682,Jandakot,16.1727,https://linked.data.gov.au/dataset/asgsed3/SAL/50682,2533,1068.540011,12881,9,90,1340,9,88,1020.835248,1102.823547,0,1075.165961,12629,9,88,1288,9,84,1039.385676,1102.007351,0,1032.690851,11021,8,77,1118,8,73,983.1388768,1073.503488,0,1116.552352,13735,10,95,1460,10,95,1073.829834,1167.921439,0,,d9b20d06-5801-42ec-adf9-8f3df087ff78,0.00154517,0.183579661
13106,50683,Jane Brook,5.2273,https://linked.data.gov.au/dataset/asgsed3/SAL/50683,3670,1027.080738,10508,8,73,986,7,65,978.1791631,1110.59488,0,1055.480893,10970,8,76,1055,7,69,994.2202049,1093.288444,0,960.2174955,5868,5,41,594,4,39,909.6254601,1018.13477,0,1105.269724,13338,10,93,1405,10,92,1044.731138,1201.568647,0,,8c7fcc25-f971-402f-b722-d6f0030a833b,0.0004981,0.136797881
